${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-MetaBinnerRefined-group-group_2025_4samples.1.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCF_020640915.1.fna	75.9176	2662	6201
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-MetaBinnerRefined-group-group_2025_4samples.1.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965218645.1.fna	75.5573	2670	6201
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-MetaBinnerRefined-group-group_2025_4samples.1.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965218345.1.fna	75.5191	2783	6201
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-MetaBinnerRefined-group-group_2025_4samples.1.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965214815.1.fna	75.5153	2786	6201
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-MetaBinnerRefined-group-group_2025_4samples.1.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965217895.1.fna	75.4698	2708	6201
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-SemiBin2Refined-group-group_2025_4samples.0.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965218645.1.fna	76.9469	2936	7095
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-SemiBin2Refined-group-group_2025_4samples.0.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965218345.1.fna	76.9071	3025	7095
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-SemiBin2Refined-group-group_2025_4samples.0.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCF_020640915.1.fna	76.8636	2835	7095
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-SemiBin2Refined-group-group_2025_4samples.0.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965217895.1.fna	76.8519	2977	7095
${PROJECT_HOME}/final_results/34_HQ4_COASSEMBLY_DREP_GTDBTK_BRANCH/runs/hq4_coassembly_drep_gtdbtk_retry_18333/drep_out/dereplicated_genomes/METAMDBG-SemiBin2Refined-group-group_2025_4samples.0.fa	${PROJECT_HOME}/final_results/34_MAG_RERUN_REANNOTATION_AND_RECRUITMENT/02_coassembly_drep/08_waterburya_comparison/references/GCA_965214815.1.fna	76.8481	3018	7095
